Datum;Anfang;Ende;Gesamt (Netzlast) [MWh] Berechnete Auflösungen;Residuallast [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen
02.06.2022;10:00;11:00;63.563,5;26.918;684
02.06.2022;11:00;12:00;64.083,25;24.266,5;1.411,75
02.06.2022;12:00;13:00;64.294,25;23.444,25;2.621,75
02.06.2022;13:00;14:00;64.703,25;24.035,25;4.588
02.06.2022;14:00;15:00;62.868;24.484,75;4.562,25
02.06.2022;15:00;16:00;61.343,5;26.626,25;2.933,5
02.06.2022;16:00;17:00;60.594;30.814,25;2.391,5
02.06.2022;17:00;18:00;60.251,25;37.006,5;1.044
02.06.2022;18:00;19:00;59.678;43.914,75;555,25
02.06.2022;19:00;20:00;58.970,75;49.928;215,5
02.06.2022;20:00;21:00;56.904;51.779,25;18,25
02.06.2022;21:00;22:00;54.589,25;50.070;19,25
02.06.2022;22:00;23:00;52.163,5;46.445,5;132
02.06.2022;23:00;00:00;48.070;41.311,5;393
03.06.2022;00:00;01:00;45.731,25;38.841,75;592,75
03.06.2022;01:00;02:00;43.980,5;37.239,75;2.405,5
03.06.2022;02:00;03:00;42.977,5;36.526,25;2.661,5
03.06.2022;03:00;04:00;43.082;36.736,75;3.215,75
03.06.2022;04:00;05:00;44.064,25;38.039;3.269,25
03.06.2022;05:00;06:00;46.085;39.694,25;1.687
03.06.2022;06:00;07:00;52.636;44.048;80,5
03.06.2022;07:00;08:00;58.092,25;44.983,5;3,75
03.06.2022;08:00;09:00;61.133,25;42.198,25;162
03.06.2022;09:00;10:00;61.284,75;35.453,5;632,5
03.06.2022;10:00;11:00;62.516,75;30.457,25;924,75
03.06.2022;11:00;12:00;64.036,5;27.677,5;2.360,25
03.06.2022;12:00;13:00;64.101,75;26.693,5;3.449,5
03.06.2022;13:00;14:00;62.688,5;26.911;3.756,5
03.06.2022;14:00;15:00;61.311,75;29.593,75;2.783,5
03.06.2022;15:00;16:00;60.135;33.299;1.209,75
03.06.2022;16:00;17:00;59.554,25;38.127,5;1.491,75
03.06.2022;17:00;18:00;59.295,25;42.409;523,75
03.06.2022;18:00;19:00;58.775;45.124,75;137,5
03.06.2022;19:00;20:00;57.980,25;46.621,5;8,75
03.06.2022;20:00;21:00;55.719;45.480,25;8,25
03.06.2022;21:00;22:00;52.704;41.856,5;85,75
03.06.2022;22:00;23:00;50.224,25;39.088,5;171,75
03.06.2022;23:00;00:00;46.758,25;36.150,75;305,75
04.06.2022;00:00;01:00;43.603,25;34.092,75;167,5
04.06.2022;01:00;02:00;41.563,5;32.654,75;215,25
04.06.2022;02:00;03:00;40.317;31.357,25;460,25
04.06.2022;03:00;04:00;39.599,5;30.999;1.007
04.06.2022;04:00;05:00;39.750,25;32.087,5;1.100,75
04.06.2022;05:00;06:00;39.366,25;32.068,5;412,5
04.06.2022;06:00;07:00;40.924;32.009,75;123
04.06.2022;07:00;08:00;44.064,5;32.898,75;52
04.06.2022;08:00;09:00;48.113,25;33.049,5;65,75
04.06.2022;09:00;10:00;50.315,25;30.643,5;28,75
04.06.2022;10:00;11:00;51.535,25;27.499;583
04.06.2022;11:00;12:00;52.897;24.880;1.800,75
04.06.2022;12:00;13:00;52.180;21.801;3.282,75
04.06.2022;13:00;14:00;50.649,25;19.554,25;4.199,5
04.06.2022;14:00;15:00;49.316,75;18.279,25;5.825,25
04.06.2022;15:00;16:00;48.720,75;18.855,75;6.776,75
04.06.2022;16:00;17:00;48.203,25;21.209,5;4.668,25
04.06.2022;17:00;18:00;47.843,25;25.481,5;1.437,5
04.06.2022;18:00;19:00;48.144,25;32.415,25;806
04.06.2022;19:00;20:00;47.591,75;38.171,75;58
04.06.2022;20:00;21:00;46.186,75;39.782,25;13,5
04.06.2022;21:00;22:00;45.045,5;38.272,5;18
04.06.2022;22:00;23:00;43.945,25;34.738,5;18,75
04.06.2022;23:00;00:00;41.100,5;30.182,75;811,75
05.06.2022;00:00;01:00;39.475,5;28.143,25;519,75
05.06.2022;01:00;02:00;37.976,5;26.669,75;739,5
05.06.2022;02:00;03:00;36.373,25;25.194,25;389,75
05.06.2022;03:00;04:00;34.980,75;22.947,5;956,25
05.06.2022;04:00;05:00;35.010;22.447,5;1.862
05.06.2022;05:00;06:00;35.562,5;21.977,25;2.035
05.06.2022;06:00;07:00;36.370;20.833;1.879
05.06.2022;07:00;08:00;38.819,5;22.276,5;928,25
05.06.2022;08:00;09:00;41.528,25;22.201,75;553,5
05.06.2022;09:00;10:00;44.259;20.843,25;581
05.06.2022;10:00;11:00;45.670,5;17.275,25;1.027,75
05.06.2022;11:00;12:00;47.736,5;15.555;2.037
05.06.2022;12:00;13:00;47.853,75;13.894,5;2.485
05.06.2022;13:00;14:00;46.913,75;13.407,5;5.134
05.06.2022;14:00;15:00;45.548,75;13.924,5;4.806,25
05.06.2022;15:00;16:00;44.230,75;15.398;3.131
05.06.2022;16:00;17:00;43.709;18.374;2.321,75
05.06.2022;17:00;18:00;44.269;21.340,75;845,5
05.06.2022;18:00;19:00;45.543;24.941,25;215,5
05.06.2022;19:00;20:00;44.736;25.290,75;115,5
05.06.2022;20:00;21:00;43.928,25;25.247;152,5
05.06.2022;21:00;22:00;43.859;23.581;479
05.06.2022;22:00;23:00;44.461;23.107;521,5
05.06.2022;23:00;00:00;42.058;19.846,5;1.544,25
06.06.2022;00:00;01:00;39.630;16.899;975,5
06.06.2022;01:00;02:00;38.177,25;15.124,25;1.457,75
06.06.2022;02:00;03:00;37.331,5;14.837,25;2.062,25
06.06.2022;03:00;04:00;36.552,5;13.567,5;1.720,25
06.06.2022;04:00;05:00;37.342,75;14.459,5;2.647
06.06.2022;05:00;06:00;37.638,5;16.557,5;1.682
06.06.2022;06:00;07:00;38.944,25;17.002,25;1.472,25
06.06.2022;07:00;08:00;40.681;15.587,25;1.172
06.06.2022;08:00;09:00;43.724,5;13.454;2.853
06.06.2022;09:00;10:00;46.640;9.745,5;4.226
06.06.2022;10:00;11:00;49.063,25;6.795,5;4.909,5
06.06.2022;11:00;12:00;51.157;5.831,75;5.747,5
06.06.2022;12:00;13:00;50.035,25;3.564,25;6.814,75
06.06.2022;13:00;14:00;48.240,75;3.143,25;7.068
06.06.2022;14:00;15:00;46.484,75;3.947,75;6.793,25
06.06.2022;15:00;16:00;46.472,5;5.885,25;6.542,5
06.06.2022;16:00;17:00;45.962,5;9.011,5;5.369,5
06.06.2022;17:00;18:00;46.599;15.135,5;2.328,5
06.06.2022;18:00;19:00;46.921,75;21.537,25;478,75
06.06.2022;19:00;20:00;47.274,5;27.127,75;155,25
06.06.2022;20:00;21:00;46.681,25;30.231,75;783
06.06.2022;21:00;22:00;45.949;30.807,75;648,75
06.06.2022;22:00;23:00;45.760,25;31.942,75;249,5
06.06.2022;23:00;00:00;42.662;29.449,75;333
07.06.2022;00:00;01:00;39.911,75;27.497,5;67,75
07.06.2022;01:00;02:00;38.996,75;27.058,75;748
07.06.2022;02:00;03:00;38.629,5;25.787,5;2.109,5
07.06.2022;03:00;04:00;38.610,75;24.865,5;3.208
07.06.2022;04:00;05:00;40.178,25;25.165,25;3.512,75
07.06.2022;05:00;06:00;43.707;27.279,25;2.179,25
07.06.2022;06:00;07:00;51.512,75;33.348;112,75
07.06.2022;07:00;08:00;57.354,25;36.251,75;28,75
07.06.2022;08:00;09:00;60.725,25;34.531,25;22
07.06.2022;09:00;10:00;62.156,5;28.767;693,75
07.06.2022;10:00;11:00;63.701,5;24.977,25;2.012,25
07.06.2022;11:00;12:00;65.146,25;23.618,5;1.650,75
07.06.2022;12:00;13:00;64.775,5;22.672;1.181,5
07.06.2022;13:00;14:00;64.082,5;22.395,75;1.571,5
07.06.2022;14:00;15:00;63.294,5;23.710,25;1.270,5
07.06.2022;15:00;16:00;61.946;25.647,75;931,25
07.06.2022;16:00;17:00;60.271,25;27.485,25;535,75
07.06.2022;17:00;18:00;60.356;32.385,25;312,5
07.06.2022;18:00;19:00;60.425,5;38.800,5;361
07.06.2022;19:00;20:00;58.860;44.080,5;85,75
07.06.2022;20:00;21:00;56.511,25;46.206,75;2
07.06.2022;21:00;22:00;54.244;46.196;5,75
07.06.2022;22:00;23:00;51.572;44.383,75;8,5
07.06.2022;23:00;00:00;47.686;40.050;136,25
08.06.2022;00:00;01:00;44.744;36.979,5;164
08.06.2022;01:00;02:00;43.103,25;36.046;595,25
08.06.2022;02:00;03:00;42.290,75;36.134,5;1.181,75
08.06.2022;03:00;04:00;42.461,5;36.830,75;1.602,5
08.06.2022;04:00;05:00;43.372,25;38.401,75;2.105
08.06.2022;05:00;06:00;45.879,25;41.040;705,75
08.06.2022;06:00;07:00;52.484,5;45.894,75;58,75
08.06.2022;07:00;08:00;57.944,5;47.271,5;37,5
08.06.2022;08:00;09:00;61.020,25;44.183,75;79,25
08.06.2022;09:00;10:00;61.638,75;38.201,75;193,5
08.06.2022;10:00;11:00;62.833,75;34.267;319
08.06.2022;11:00;12:00;64.526,5;33.834;369,25
08.06.2022;12:00;13:00;64.563;34.244,25;266,75
08.06.2022;13:00;14:00;64.118,75;35.964,5;311
08.06.2022;14:00;15:00;62.842,5;37.195;467,5
08.06.2022;15:00;16:00;61.668,25;37.866;723,25
08.06.2022;16:00;17:00;60.737;40.825;642,75
08.06.2022;17:00;18:00;60.751,5;45.519,75;15,25
08.06.2022;18:00;19:00;60.386;48.821;59,25
08.06.2022;19:00;20:00;59.410,75;50.880,5;4,25
08.06.2022;20:00;21:00;56.588,75;50.465,25;2
08.06.2022;21:00;22:00;54.787,5;49.042,5;34,25
08.06.2022;22:00;23:00;52.126;46.099,5;37,75
08.06.2022;23:00;00:00;48.088,5;41.257,5;415,25
09.06.2022;00:00;01:00;45.748,25;39.152;948,75
09.06.2022;01:00;02:00;43.914,75;37.507;561,25
09.06.2022;02:00;03:00;43.281,5;36.631,5;1.403
09.06.2022;03:00;04:00;43.907,75;37.238,75;1.815,25
09.06.2022;04:00;05:00;44.626;37.440,75;2.024,25
09.06.2022;05:00;06:00;47.557,5;39.730,25;1.039
09.06.2022;06:00;07:00;53.959,5;44.775,75;214,25
09.06.2022;07:00;08:00;59.045,75;47.138;52,25
09.06.2022;08:00;09:00;62.134;46.417,75;99
09.06.2022;09:00;10:00;63.060,25;42.873,25;110,75
09.06.2022;10:00;11:00;63.980,75;39.681,5;100,75
09.06.2022;11:00;12:00;64.666,5;36.971,5;158,25
09.06.2022;12:00;13:00;64.799,25;35.349,25;739
09.06.2022;13:00;14:00;64.454,25;33.946,75;1.288,75
09.06.2022;14:00;15:00;62.835,75;31.241,75;1.208,25
09.06.2022;15:00;16:00;62.049,5;30.851,5;2.048,25
09.06.2022;16:00;17:00;61.265,25;31.997,75;1.892,25
09.06.2022;17:00;18:00;60.927;35.145,5;976,25
09.06.2022;18:00;19:00;60.298,75;39.618,75;585,25
09.06.2022;19:00;20:00;58.916,25;44.416,5;82,25
09.06.2022;20:00;21:00;56.838;47.014,25;8
09.06.2022;21:00;22:00;54.424;46.640,5;14,5
09.06.2022;22:00;23:00;52.203,5;45.087,5;51,75
09.06.2022;23:00;00:00;48.719,25;41.410,25;149,25
10.06.2022;00:00;01:00;45.957;38.474,75;726
10.06.2022;01:00;02:00;44.239,5;36.363,5;1.282,5
10.06.2022;02:00;03:00;43.796,25;35.635,25;2.851,25
10.06.2022;03:00;04:00;43.930;35.977,25;2.342,75
10.06.2022;04:00;05:00;44.662,75;36.509,25;2.736
10.06.2022;05:00;06:00;46.901;38.291,5;1.614,25
10.06.2022;06:00;07:00;53.007;42.403,25;163
10.06.2022;07:00;08:00;58.068;43.151;40,25
10.06.2022;08:00;09:00;61.526,25;39.350,75;131,75
10.06.2022;09:00;10:00;62.730,5;32.038;934
10.06.2022;10:00;11:00;63.602,75;26.608;1.901
10.06.2022;11:00;12:00;64.173,75;24.009,25;2.454,25
10.06.2022;12:00;13:00;63.867,25;23.504,5;3.321
10.06.2022;13:00;14:00;62.540;23.121;3.743,25
10.06.2022;14:00;15:00;61.317,5;24.745;3.536,5
10.06.2022;15:00;16:00;59.929;26.865,75;3.166,75
10.06.2022;16:00;17:00;58.871,25;30.135,5;2.260,75
10.06.2022;17:00;18:00;58.202;35.481,5;478,75
10.06.2022;18:00;19:00;57.365,5;41.681,25;32
10.06.2022;19:00;20:00;55.935;47.479,25;8,25
10.06.2022;20:00;21:00;53.514,75;49.040,25;4,75
10.06.2022;21:00;22:00;51.145;48.133;12
10.06.2022;22:00;23:00;49.244,25;46.580,25;17
10.06.2022;23:00;00:00;45.816;42.889,25;40
11.06.2022;00:00;01:00;43.249,5;39.751,25;158,5
11.06.2022;01:00;02:00;41.655,25;37.281,25;187,25
11.06.2022;02:00;03:00;40.513,25;35.359;189,25
11.06.2022;03:00;04:00;40.165,5;34.122;407,25
11.06.2022;04:00;05:00;39.794,25;33.433,75;193,75
11.06.2022;05:00;06:00;40.001,75;31.792,75;612,75
11.06.2022;06:00;07:00;42.204;31.221;513
11.06.2022;07:00;08:00;45.057,5;30.273,75;263,25
11.06.2022;08:00;09:00;48.668,25;27.022;357,75
11.06.2022;09:00;10:00;51.962,25;22.568;1.357,25
11.06.2022;10:00;11:00;54.157,25;17.999;4.363,5
11.06.2022;11:00;12:00;55.099,5;15.329,75;5.327,75
11.06.2022;12:00;13:00;54.659;14.086;5.656
11.06.2022;13:00;14:00;53.194,5;13.202,25;6.237,25
11.06.2022;14:00;15:00;51.550;13.375,5;6.289,75
11.06.2022;15:00;16:00;51.039,25;14.253,25;6.155,25
11.06.2022;16:00;17:00;50.598,5;17.515;5.759,5
11.06.2022;17:00;18:00;50.427;23.097,5;4.261,75
11.06.2022;18:00;19:00;49.968,25;30.529,25;589
11.06.2022;19:00;20:00;49.029,75;37.023,75;11,5
11.06.2022;20:00;21:00;47.205,75;40.045,5;7
11.06.2022;21:00;22:00;45.761,25;40.725,5;1,25
11.06.2022;22:00;23:00;44.961,25;40.503,5;4,75
11.06.2022;23:00;00:00;42.512,75;38.263,75;24,75
12.06.2022;00:00;01:00;39.891;35.596,75;103
12.06.2022;01:00;02:00;37.977,75;33.391,25;301,5
12.06.2022;02:00;03:00;36.749,5;32.126,5;210,75
12.06.2022;03:00;04:00;36.189,5;31.314;146
12.06.2022;04:00;05:00;36.024,5;30.766,5;376
12.06.2022;05:00;06:00;35.940,25;29.671,25;589
12.06.2022;06:00;07:00;37.017,25;28.720,75;957,5
12.06.2022;07:00;08:00;39.520,5;26.734,25;1.793,5
12.06.2022;08:00;09:00;42.918,5;23.804;2.006,25
12.06.2022;09:00;10:00;45.704,25;18.443,75;3.227,75
12.06.2022;10:00;11:00;47.713,25;13.296;4.561,75
12.06.2022;11:00;12:00;49.745;11.096,5;5.269,5
12.06.2022;12:00;13:00;49.895,75;8.937,25;6.044,5
12.06.2022;13:00;14:00;48.293,5;6.743,25;5.883,75
12.06.2022;14:00;15:00;46.887,25;5.355,25;6.494
12.06.2022;15:00;16:00;46.623,25;6.977,5;6.242
12.06.2022;16:00;17:00;47.157,25;10.456,25;6.008
12.06.2022;17:00;18:00;48.167,75;17.015;4.074,5
12.06.2022;18:00;19:00;48.728,75;24.999,5;1.751,5
12.06.2022;19:00;20:00;48.425;31.869,5;314
12.06.2022;20:00;21:00;48.099;36.300,75;16,5
12.06.2022;21:00;22:00;46.978,75;37.669,5;16,5
12.06.2022;22:00;23:00;46.735,75;37.910;10
12.06.2022;23:00;00:00;44.205,25;34.937,75;57,5
13.06.2022;00:00;01:00;42.327,5;33.128;277,75
13.06.2022;01:00;02:00;40.901,75;32.239,25;746
13.06.2022;02:00;03:00;40.216,75;31.201,5;879
13.06.2022;03:00;04:00;40.641,25;31.711,75;2.110,5
13.06.2022;04:00;05:00;42.135,75;32.401,5;2.280,75
13.06.2022;05:00;06:00;44.953;34.684,25;1.254,75
13.06.2022;06:00;07:00;51.658;40.462;195
13.06.2022;07:00;08:00;56.701,5;41.916;12
13.06.2022;08:00;09:00;60.134,5;39.425,25;20,5
13.06.2022;09:00;10:00;61.471,75;32.631,25;358,5
13.06.2022;10:00;11:00;63.491;26.783,5;997,25
13.06.2022;11:00;12:00;65.744,75;23.181;2.496,75
13.06.2022;12:00;13:00;65.686;18.537;4.712,25
13.06.2022;13:00;14:00;64.986;15.575,75;5.618,5
13.06.2022;14:00;15:00;63.828,75;13.974,5;5.855
13.06.2022;15:00;16:00;63.100,75;14.080,25;6.249
13.06.2022;16:00;17:00;61.615,5;17.160,5;5.142
13.06.2022;17:00;18:00;61.547,5;23.093,5;2.606,75
13.06.2022;18:00;19:00;60.828,5;30.816;1.552,75
13.06.2022;19:00;20:00;58.576,75;37.582,5;379
13.06.2022;20:00;21:00;56.089,25;41.894;6
13.06.2022;21:00;22:00;53.597,75;42.758,25;3,5
13.06.2022;22:00;23:00;51.924,25;41.572,25;610,25
13.06.2022;23:00;00:00;48.333,25;37.983,5;1.409
14.06.2022;00:00;01:00;46.234,5;35.877,75;921,5
14.06.2022;01:00;02:00;44.713,25;34.532,75;1.428,75
14.06.2022;02:00;03:00;43.643,75;33.763;2.112,75
14.06.2022;03:00;04:00;44.136,75;35.138,25;2.587,25
14.06.2022;04:00;05:00;44.754;36.537,75;1.907
14.06.2022;05:00;06:00;46.844,25;39.287,25;531,5
14.06.2022;06:00;07:00;52.991,25;44.203,5;41,25
14.06.2022;07:00;08:00;57.855,25;44.606,25;11,25
14.06.2022;08:00;09:00;60.907,75;40.197,75;218,25
14.06.2022;09:00;10:00;62.114;33.598;456,75
14.06.2022;10:00;11:00;62.931,25;29.915;113,5
14.06.2022;11:00;12:00;64.355;28.477;553,5
14.06.2022;12:00;13:00;64.124,25;26.243,5;2.848,75
14.06.2022;13:00;14:00;63.968,25;25.067,5;4.184,25
14.06.2022;14:00;15:00;63.043,75;24.702;4.150,5
14.06.2022;15:00;16:00;61.527,5;26.214,5;1.796,5
14.06.2022;16:00;17:00;59.422,5;29.409;1.062,75
14.06.2022;17:00;18:00;59.049,25;36.231,5;905
14.06.2022;18:00;19:00;58.760,75;44.103,25;88
14.06.2022;19:00;20:00;57.928,25;50.285,5;8,25
14.06.2022;20:00;21:00;55.664;51.620,25;8
14.06.2022;21:00;22:00;53.623,5;50.382,25;7
14.06.2022;22:00;23:00;51.280,75;47.138;13,5
14.06.2022;23:00;00:00;47.354,75;42.139;211,75
15.06.2022;00:00;01:00;44.719;39.314;701,75
15.06.2022;01:00;02:00;43.171,75;37.772,75;961,25
15.06.2022;02:00;03:00;42.553,75;37.573;2.174,75
15.06.2022;03:00;04:00;42.630,5;37.960;2.874,25
15.06.2022;04:00;05:00;43.468,5;39.182,25;1.909,25
15.06.2022;05:00;06:00;45.420,75;41.068,25;626,75
15.06.2022;06:00;07:00;51.848,75;45.783;57,25
15.06.2022;07:00;08:00;56.917,75;46.453;31
15.06.2022;08:00;09:00;59.934,5;42.753,75;6,75
15.06.2022;09:00;10:00;60.956,75;36.151,75;115,75
15.06.2022;10:00;11:00;62.339;31.457,75;351
15.06.2022;11:00;12:00;63.850;29.265,5;716
15.06.2022;12:00;13:00;63.797,5;26.891,25;1.372
15.06.2022;13:00;14:00;63.238,75;25.889;2.367,25
15.06.2022;14:00;15:00;61.886,5;25.822,25;2.472,75
15.06.2022;15:00;16:00;60.429,5;27.184,75;2.823,75
15.06.2022;16:00;17:00;58.779;30.230,75;2.298,5
15.06.2022;17:00;18:00;58.415,75;36.306,75;849
15.06.2022;18:00;19:00;58.052;43.536,5;79
15.06.2022;19:00;20:00;57.242,5;48.798;7,5
15.06.2022;20:00;21:00;55.328,25;49.716,25;6,75
15.06.2022;21:00;22:00;53.041,5;47.837,5;3
15.06.2022;22:00;23:00;50.823;44.932,5;2,25
15.06.2022;23:00;00:00;47.518,5;41.438,5;70,75
16.06.2022;00:00;01:00;44.315,5;38.682;145,25
16.06.2022;01:00;02:00;41.883,5;37.026;24
16.06.2022;02:00;03:00;40.401,25;36.180,5;155
16.06.2022;03:00;04:00;40.047,5;36.309;255,25
16.06.2022;04:00;05:00;40.220,25;36.538,75;930,75
16.06.2022;05:00;06:00;40.127,75;35.489,25;630,5
16.06.2022;06:00;07:00;42.715,5;35.850,25;355
16.06.2022;07:00;08:00;46.111,5;35.543,75;254,25
16.06.2022;08:00;09:00;49.205;32.762,75;664,25
16.06.2022;09:00;10:00;51.178;27.665,5;887,5
16.06.2022;10:00;11:00;53.074,75;22.998;2.446
16.06.2022;11:00;12:00;55.113,5;20.190,5;5.175,75
16.06.2022;12:00;13:00;55.019,75;17.685;5.860,25
16.06.2022;13:00;14:00;53.895,5;14.631,5;6.214,5
16.06.2022;14:00;15:00;53.078;13.106,75;6.754,75
16.06.2022;15:00;16:00;52.556;13.968,25;6.375,25
16.06.2022;16:00;17:00;52.306,25;17.213,5;5.408,75
16.06.2022;17:00;18:00;52.826,25;22.800,75;2.228,25
16.06.2022;18:00;19:00;53.297;30.479,25;526,25
16.06.2022;19:00;20:00;52.375,75;37.942,75;8,25
16.06.2022;20:00;21:00;50.744,75;42.032,25;2
16.06.2022;21:00;22:00;49.317,25;42.708,25;2,5
16.06.2022;22:00;23:00;48.435,75;42.048,25;22
16.06.2022;23:00;00:00;45.284;38.359,5;53,25
17.06.2022;00:00;01:00;43.244,25;37.071;425
17.06.2022;01:00;02:00;41.527,25;36.087;565,5
17.06.2022;02:00;03:00;40.284,25;35.885,25;464
17.06.2022;03:00;04:00;40.416,5;36.739,5;954
17.06.2022;04:00;05:00;40.961;37.873;673,75
17.06.2022;05:00;06:00;42.849,75;38.895;618,25
17.06.2022;06:00;07:00;48.072,25;41.315,5;20,75
17.06.2022;07:00;08:00;52.797,5;40.324,25;5
17.06.2022;08:00;09:00;56.366,75;36.876,75;5
17.06.2022;09:00;10:00;57.654;30.227,5;551,5
17.06.2022;10:00;11:00;58.846,25;24.300,5;2.205,25
17.06.2022;11:00;12:00;60.364,25;21.638,25;3.675,25
17.06.2022;12:00;13:00;60.872;20.388,5;4.847,25
17.06.2022;13:00;14:00;59.922;20.042;4.381,25
17.06.2022;14:00;15:00;57.763,5;19.818,75;4.632,25
17.06.2022;15:00;16:00;56.471,25;22.366;3.888,25
17.06.2022;16:00;17:00;56.072,75;27.236;2.518,75
17.06.2022;17:00;18:00;55.611,25;32.693;592
17.06.2022;18:00;19:00;54.868,75;38.615,5;11,75
17.06.2022;19:00;20:00;53.903,75;42.645,25;2,5
17.06.2022;20:00;21:00;51.666;42.536,75;2
17.06.2022;21:00;22:00;49.703,25;40.802,5;2,5
17.06.2022;22:00;23:00;48.259,5;37.130,5;3,75
17.06.2022;23:00;00:00;45.172,75;32.143,5;73,75
18.06.2022;00:00;01:00;42.766,25;27.793;545,5
18.06.2022;01:00;02:00;41.809,75;25.100,25;1.473,75
18.06.2022;02:00;03:00;41.136,75;23.680,5;1.552,25
18.06.2022;03:00;04:00;41.016,75;22.676;2.305,5
18.06.2022;04:00;05:00;41.205;22.934,75;2.339,25
18.06.2022;05:00;06:00;41.322;23.439,75;1.810,75
18.06.2022;06:00;07:00;43.598,5;25.128;880,25
18.06.2022;07:00;08:00;46.379,75;26.490;446,25
18.06.2022;08:00;09:00;49.141,25;25.297;61,25
18.06.2022;09:00;10:00;51.722,25;21.242,5;993
18.06.2022;10:00;11:00;53.730,25;17.211,25;3.343,75
18.06.2022;11:00;12:00;55.222;13.959,25;5.002,25
18.06.2022;12:00;13:00;54.659,75;10.762,75;6.184
18.06.2022;13:00;14:00;53.305,5;9.359;6.218,5
18.06.2022;14:00;15:00;51.928,25;9.751;5.660,5
18.06.2022;15:00;16:00;51.314,25;12.846,5;6.015,5
18.06.2022;16:00;17:00;51.225,75;17.642;4.919,75
18.06.2022;17:00;18:00;50.991;23.934;1.833,75
18.06.2022;18:00;19:00;50.640,75;31.452;311,5
18.06.2022;19:00;20:00;49.805,75;38.662;4,25
18.06.2022;20:00;21:00;48.152,5;41.285;2
18.06.2022;21:00;22:00;45.877;40.176,25;6,75
18.06.2022;22:00;23:00;45.061,25;38.849;9,5
18.06.2022;23:00;00:00;42.794,5;34.723,25;600
19.06.2022;00:00;01:00;41.196,5;31.570,25;498
19.06.2022;01:00;02:00;39.398,25;28.133,75;616,75
19.06.2022;02:00;03:00;38.182,75;25.848;1.466,25
19.06.2022;03:00;04:00;38.087;23.921,25;2.340,5
19.06.2022;04:00;05:00;37.776,25;21.926,25;1.916,25
19.06.2022;05:00;06:00;37.918;21.798,5;2.612
19.06.2022;06:00;07:00;39.219,25;20.743;2.335,25
19.06.2022;07:00;08:00;41.751,5;19.055,5;2.650,75
19.06.2022;08:00;09:00;45.544;17.878,5;3.222,25
19.06.2022;09:00;10:00;48.233;15.072,75;3.917,5
19.06.2022;10:00;11:00;49.915,25;12.386,25;4.348
19.06.2022;11:00;12:00;51.867,75;11.919,25;5.655,75
19.06.2022;12:00;13:00;51.077,5;11.260,25;6.135,5
19.06.2022;13:00;14:00;49.454,75;10.167;6.237,25
19.06.2022;14:00;15:00;48.632,5;11.418,75;6.363
19.06.2022;15:00;16:00;47.724,75;12.481,25;5.843,5
19.06.2022;16:00;17:00;47.068;15.002,5;5.212,5
19.06.2022;17:00;18:00;48.171,75;20.243,25;2.411,75
19.06.2022;18:00;19:00;48.983,5;26.903,5;431,25
19.06.2022;19:00;20:00;48.973,25;33.734,25;216,5
19.06.2022;20:00;21:00;47.475,25;38.033,5;6
19.06.2022;21:00;22:00;46.390;39.670;6
19.06.2022;22:00;23:00;46.335,25;40.927,75;6
19.06.2022;23:00;00:00;43.752,25;38.732,5;7,5
20.06.2022;00:00;01:00;42.069,5;37.092,5;161,75
20.06.2022;01:00;02:00;40.604,75;35.915,5;503,75
20.06.2022;02:00;03:00;39.826,25;34.974,25;1.311
20.06.2022;03:00;04:00;39.704;34.325,75;2.243,75
20.06.2022;04:00;05:00;41.060,75;35.793,75;1.847,5
20.06.2022;05:00;06:00;44.029;38.118,5;1.328,25
20.06.2022;06:00;07:00;51.699,25;44.052,5;255,5
20.06.2022;07:00;08:00;57.464;48.365,25;3
20.06.2022;08:00;09:00;60.880,75;48.108,25;2,25
20.06.2022;09:00;10:00;62.009,75;44.898,25;4
20.06.2022;10:00;11:00;63.509,75;41.507,25;5,75
20.06.2022;11:00;12:00;64.528;37.339,25;14,5
20.06.2022;12:00;13:00;64.338,5;33.723,75;190,25
20.06.2022;13:00;14:00;63.949;31.453,75;338
20.06.2022;14:00;15:00;62.969;28.945,25;3.131,5
20.06.2022;15:00;16:00;61.769;28.572,25;2.944,25
20.06.2022;16:00;17:00;59.786;28.864,25;2.400
20.06.2022;17:00;18:00;59.440;30.225,25;2.307,25
20.06.2022;18:00;19:00;59.653,5;34.293;687,5
20.06.2022;19:00;20:00;58.810,5;39.321;219
20.06.2022;20:00;21:00;56.860;42.306,5;8
20.06.2022;21:00;22:00;54.249,5;42.681,5;28,25
20.06.2022;22:00;23:00;52.636,5;41.252,5;128,25
20.06.2022;23:00;00:00;49.087,75;37.045,5;717,75
21.06.2022;00:00;01:00;46.406,25;33.984;2.757
21.06.2022;01:00;02:00;45.462,5;33.137,5;3.849,25
21.06.2022;02:00;03:00;44.745,5;32.527,5;5.796,75
21.06.2022;03:00;04:00;44.497,25;33.080;4.600,5
21.06.2022;04:00;05:00;45.200,75;34.454,5;3.923
21.06.2022;05:00;06:00;47.403;37.101,75;1.979,75
21.06.2022;06:00;07:00;53.446,75;42.328;431,5
21.06.2022;07:00;08:00;58.764,25;43.996,5;9,75
21.06.2022;08:00;09:00;62.440;42.065,25;29,5
21.06.2022;09:00;10:00;63.168,25;35.656,5;307,25
21.06.2022;10:00;11:00;64.364,75;31.259,25;1.764,25
21.06.2022;11:00;12:00;65.400;28.657;2.725,5
21.06.2022;12:00;13:00;64.574,75;25.980,25;4.426
